"URI","Title","RecordId","Authority","Coin Type URI","Date on Object","Degree","Deity","Denomination","Department","Diameter","Dynasty","Engraver","Era","Findspot","Findspot URI","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Weight","Year","Date Record Modified"
"http://numismatics.org/search/id/1937.158.373","RIC I (second edition) Augustus 479. 1937.158.373","1937.158.373","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.479","","","","Cistophorus","Roman","28.0","","","","","","","","Struck","Silver","Ephesus","IMP CAESAR","","Coin","Augustus","BMC.692v|RIC I (second edition) Augustus 479","Ionia","AVGVSTVS","","11.13","-25","2016-06-01T20:30:32Z"
"http://numismatics.org/search/id/1937.158.451","RIC I (second edition) Augustus 475. 1937.158.451","1937.158.451","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.475","","","","Denarius","Roman","21.0","","","","","","","","Struck","Silver","Samos","CAESAR","","Coin","Augustus","BMC.663|RIC I (second edition) Augustus 475","Ionia","AVGVSTVS","","3.76","-21|-20","2016-06-01T20:30:48Z"
"http://numismatics.org/search/id/1937.158.452","RIC I (second edition) Augustus 473. 1937.158.452","1937.158.452","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.473","","","","Denarius","Roman","19.0","","","","","","","","Struck","Silver","Peloponnesus","AVGVSTVS","","Coin","Augustus","BMC.669|RIC I (second edition) Augustus 473","Achaea","","","3.29","-21","2016-06-01T20:30:49Z"
"http://numismatics.org/search/id/1937.158.456","RIC I (second edition) Augustus 488. 1937.158.456","1937.158.456","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.488","","","","Cistophorus","Roman","26.5","","","","","","","","Struck","Silver","Pergamum","IMP CAESAR","","Coin","Augustus","BMC.696|RIC I (second edition) Augustus 488","Mysia","AVGVSTVS","","12.05","-27|-26","2016-06-01T20:30:59Z"
"http://numismatics.org/search/id/1944.100.39164","RIC I (second edition) Augustus 475. 1944.100.39164","1944.100.39164","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.475","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Samos","CAESAR","","Coin","Augustus","BMC.663|RIC I (second edition) Augustus 475","Ionia","AVGVSTVS","","3.95","-21|-20","2016-06-01T20:38:48Z"
"http://numismatics.org/search/id/1944.100.39165","RIC I (second edition) Augustus 475. 1944.100.39165","1944.100.39165","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.475","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Samos","CAESAR","","Coin","Augustus","BMC.663|RIC I (second edition) Augustus 475","Ionia","AVGVSTVS","","3.8","-21|-20","2016-06-01T20:38:49Z"
"http://numismatics.org/search/id/1944.100.39167","RIC I (second edition) Augustus 126. 1944.100.39167","1944.100.39167","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.126","","","","Denarius","Roman","19.0","","","","","","","","Struck","Silver","Colonia Patricia","","","Coin","Augustus","BMC.347|RIC I (second edition) Augustus 126","Lusitania","AVGVSTVS","","3.04","-18|-17","2016-06-01T20:38:52Z"
"http://numismatics.org/search/id/1944.100.39168","RIC I (second edition) Augustus 472. 1944.100.39168","1944.100.39168","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.472","","","","Denarius","Roman","18.0","","","","","","","","Struck","Silver","Peloponnesus","AVGVSTVS","","Coin","Augustus","BMC.665|RIC I (second edition) Augustus 472","Achaea","IOVI OLVM","","3.85","-21","2016-06-01T20:38:53Z"
"http://numismatics.org/search/id/1944.100.39169","RIC I (second edition) Augustus 472. 1944.100.39169","1944.100.39169","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.472","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Peloponnesus","AVGVSTVS","","Coin","Augustus","BMC.665|RIC I (second edition) Augustus 472","Achaea","IOVI OLVM","","3.6","-21","2016-06-01T20:38:54Z"
"http://numismatics.org/search/id/1944.100.39170","RIC I (second edition) Augustus 473. 1944.100.39170","1944.100.39170","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.473","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Peloponnesus","AVGVSTVS","","Coin","Augustus","BMC.669|RIC I (second edition) Augustus 473","Achaea","","","3.91","-21","2016-06-01T20:38:55Z"
"http://numismatics.org/search/id/1944.100.39171","RIC I (second edition) Augustus 473. 1944.100.39171","1944.100.39171","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.473","","","","Denarius","Roman","19.0","","","","","","","","Struck","Silver","Peloponnesus","AVGVSTVS","","Coin","Augustus","BMC.669|RIC I (second edition) Augustus 473","Achaea","","","3.36","-21","2016-06-01T20:38:56Z"
"http://numismatics.org/search/id/1944.100.39172","RIC I (second edition) Augustus 474. 1944.100.39172","1944.100.39172","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.474","","","Victory","Quinarius","Roman","15.5","","","","","","","","Struck","Silver","Peloponnesus","[AVGVSTVS]","","Coin","Augustus","BMC.670|RIC I (second edition) Augustus 474","Achaea","","","1.71","-21","2016-06-01T20:38:57Z"
"http://numismatics.org/search/id/1944.100.39175","RIC I (second edition) Augustus 516. 1944.100.39175","1944.100.39175","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.516","","","","Denarius","Roman","21.0","","","","","","","","Struck","Silver","Pergamum","AVGVSTVS","","Coin","Augustus","BMC.672|RIC I (second edition) Augustus 516","Mysia","ARMENIA CAPTA","","3.86","-19|-18","2016-06-01T20:39:01Z"
"http://numismatics.org/search/id/1944.100.39178","RIC I (second edition) Augustus 512. 1944.100.39178","1944.100.39178","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.512","","","","Aureus","Roman","20.0","","","","","","","","Struck","Gold","Pergamum","AVGVSTVS","","Coin","Augustus","BMC.682|RIC I (second edition) Augustus 512","Mysia","","","7.67","-19|-18","2016-06-01T20:39:02Z"
"http://numismatics.org/search/id/1944.100.39181","RIC I (second edition) Augustus 477. 1944.100.39181","1944.100.39181","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.477","","","","Cistophorus","Roman","23.0","","","","","","","","Struck","Silver","Ephesus","IMP CAESAR","","Coin","Augustus","BMC.691v.|RIC I (second edition) Augustus 477","Ionia","AVGVSTVS","","12.06","-25","2016-06-01T20:39:05Z"
"http://numismatics.org/search/id/1944.100.39188","RIC I (second edition) Augustus 501. 1944.100.39188","1944.100.39188","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.501","","","","Sestertius","Roman","36.0","","","","","","","","Struck","Bronze","Pergamum","AVGVSTVS","","Coin","Augustus","BMC.713|RIC I (second edition) Augustus 501","Mysia","CA","","23.35","-25|-15","2016-06-01T20:39:11Z"
"http://numismatics.org/search/id/1944.100.39191","RIC I (second edition) Augustus 502. 1944.100.39191","1944.100.39191","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.502","","","","Dupondius","Roman","27.9","","","","","","","","Struck","Bronze","Pergamum","[AVGVSTVS]","","Coin","Augustus","BMC.721|RIC I (second edition) Augustus 502","Mysia","CA","","13.12","-25|-15","2016-06-01T20:39:15Z"
"http://numismatics.org/search/id/1944.100.39192","RIC I (second edition) Augustus 498. 1944.100.39192","1944.100.39192","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.498","","","","Semis","Roman","20.0","","","","","","","","Struck","Bronze","Pergamum","CAISAR","","Coin","Augustus","BMC.708|RIC I (second edition) Augustus 498","Mysia","CA","","4.83","-25|-15","2016-06-01T20:39:16Z"
"http://numismatics.org/search/id/1944.100.39193","RIC I (second edition) Augustus 498. 1944.100.39193","1944.100.39193","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.498","","","","Semis","Roman","20.0","","","","","","","","Struck","Bronze","Pergamum","CAISAR","","Coin","Augustus","BMC.708|RIC I (second edition) Augustus 498","Mysia","CA","","4.84","-25|-15","2016-06-01T20:39:17Z"
"http://numismatics.org/search/id/1944.100.39194","RIC I (second edition) Augustus 498. 1944.100.39194","1944.100.39194","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.498","","","","Semis","Roman","20.0","","","","","","","","Struck","Bronze","Pergamum","CAISAR","","Coin","Augustus","BMC.708|RIC I (second edition) Augustus 498","Mysia","CA","","5.74","-25|-15","2016-06-01T20:39:18Z"
"http://numismatics.org/search/id/1944.100.39195","RIC I (second edition) Augustus 495. 1944.100.39195","1944.100.39195","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.495","","","","As","Roman","24.7","","","","","","","","Struck","Bronze","Pergamum","","","Coin","Augustus","BMC.712|RIC I (second edition) Augustus 495","Mysia","CA","","9.8","-25|-15","2016-06-01T20:39:19Z"
"http://numismatics.org/search/id/1944.100.39196","RIC I (second edition) Augustus 495. 1944.100.39196","1944.100.39196","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.495","","","","As","Roman","24.0","","","","","","","","Struck","Bronze","Pergamum","","","Coin","Augustus","BMC.712|RIC I (second edition) Augustus 495","Mysia","CA","","11.46","-25|-15","2016-06-01T20:39:21Z"
"http://numismatics.org/search/id/1944.100.39197","RIC I (second edition) Augustus 484. 1944.100.39197","1944.100.39197","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.484","","","","Sestertius","Roman","27.0","","","","","","","","Struck","Bronze","Ephesus","CAISAR","","Coin","Augustus","BMC.730|RIC I (second edition) Augustus 484","Ionia","AVGVSTVS","","12.38","-25","2016-06-01T20:39:22Z"
"http://numismatics.org/search/id/1944.100.39198","RIC I (second edition) Augustus 485. 1944.100.39198","1944.100.39198","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.485","","","","As","Roman","26.0","","","","","","","","Struck","Bronze","Ephesus","CAISAR","","Coin","Augustus","BMC.730|RIC I (second edition) Augustus 485","Ionia","AVGV/ STVS","","12.05","-25","2016-06-01T20:39:23Z"
"http://numismatics.org/search/id/1944.100.39201","RIC I (second edition) Augustus 486. 1944.100.39201","1944.100.39201","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.486","","","","As","Roman","27.0","","","","","","","","Struck","Bronze","Ephesus","CAESAR","","Coin","Augustus","BMC.731|RIC I (second edition) Augustus 486","Ionia","AVGVSTVS","","13.37","-25","2016-06-01T20:39:25Z"
"http://numismatics.org/search/id/1944.100.39202","RIC I (second edition) Augustus 486. 1944.100.39202","1944.100.39202","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.486","","","","As","Roman","28.0","","","","","","","","Struck","Bronze","Ephesus","CAESAR","","Coin","Augustus","BMC.731|RIC I (second edition) Augustus 486","Ionia","AVGVSTVS","","11.97","-25","2016-06-01T20:39:26Z"
"http://numismatics.org/search/id/1944.100.39208","RIC I (second edition) Augustus 486. 1944.100.39208","1944.100.39208","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.486","","","","As","Roman","24.5","","","","","","","","Struck","Bronze","Ephesus","CAESAR","","Coin","Augustus","BMC.731|RIC I (second edition) Augustus 486","Ionia","AVGVSTVS","","9.56","-25","2016-06-01T20:39:34Z"
"http://numismatics.org/search/id/1944.100.39209","RIC I (second edition) Augustus 549. 1944.100.39209","1944.100.39209","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.549","","","","Sestertius","Roman","36.5","","","","","","","","Struck","Bronze","Uncertain value","IMP AVGVST TR POT","","Coin","Augustus","BMC.737|RIC I (second edition) Augustus 549","Uncertain value","OB CIVIS SERVATOS","","26.6","-23|14","2016-06-01T20:39:35Z"
"http://numismatics.org/search/id/1944.100.39210","RIC I (second edition) Augustus 503. 1944.100.39210","1944.100.39210","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.503","","","","As","Roman","25.0","","","","","","","","Struck","Bronze","Pergamum","AVGVST TR POT","","Coin","Augustus","BMC.739|RIC I (second edition) Augustus 503","Mysia","CA","","8.51","-25|-15","2016-06-01T20:39:36Z"
"http://numismatics.org/search/id/1944.100.39211","RIC I (second edition) Augustus 504. 1944.100.39211","1944.100.39211","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.504","","","","As","Roman","21.0","","","","","","","","Struck","Bronze","Pergamum","AVGVST TR POT","","Coin","Augustus","BMC.742v|RIC I (second edition) Augustus 504","Mysia","AT CA","","10.38","-25|-15","2016-06-01T20:39:37Z"
"http://numismatics.org/search/id/1971.334.1","RIC I (second edition) Augustus 478. 1971.334.1","1971.334.1","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.478","","","","Cistophorus","Roman","26.0","","","","Turkey, Egirdir,","","","","Struck","Silver","Ephesus","IMP CAESAR","","Coin","Augustus","BMC.691v|RIC I (second edition) Augustus 478","Ionia","AVGVSTVS","","12.03","-25","2016-06-01T20:44:14Z"
"http://numismatics.org/search/id/1978.27.3","RIC I (second edition) Augustus 517. 1978.27.3","1978.27.3","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.517","","","","Denarius","Roman","21.0","","","","","","","","Struck","Silver","Pergamum","AVGVSTVS","","Coin","Augustus","BMC.675|RIC I (second edition) Augustus 517","Mysia","ARMENIA RECEPTA","","3.7","-19|-18","2016-06-01T20:45:19Z"
"http://numismatics.org/search/id/1947.2.415","RIC I (second edition) Augustus 474. 1947.2.415","1947.2.415","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.474","","","Victory","Quinarius","Roman","15.0","","","","","","","","Struck","Silver","Peloponnesus","[AVGVSTVS]","","Coin","Augustus","BMC.670|RIC I (second edition) Augustus 474","Achaea","","","1.92","-21","2016-06-01T20:41:02Z"
"http://numismatics.org/search/id/1947.97.327","RIC I (second edition) Augustus 501. 1947.97.327","1947.97.327","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.501","","","","Sestertius","Roman","32.5","","","","","","","","Struck","Bronze","Pergamum","AVGVSTVS","","Coin","Augustus","BMC.713|RIC I (second edition) Augustus 501|RPC.2233","Mysia","CA","","25.94","-25|-15","2016-06-01T20:41:06Z"
"http://numismatics.org/search/id/1947.97.328","RIC I (second edition) Augustus 502. 1947.97.328","1947.97.328","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.502","","","","Dupondius","Roman","31.0","","","","","","","","Struck","Bronze","Pergamum","AVGVSTVS","","Coin","Augustus","BMC.721|RIC I (second edition) Augustus 502","Mysia","CA","","12.71","-25|-15","2016-06-01T20:41:07Z"
"http://numismatics.org/search/id/1955.21.3","RIC I (second edition) Augustus 487. 1955.21.3","1955.21.3","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.487","","","","Cistophorus","Roman","25.5","","","","","","","","Struck","Silver","Pergamum","IMP CAESAR","","Coin","Augustus","BMC.701|RIC I (second edition) Augustus 487","Mysia","AVGVSTVS","","11.55","-27|-26","2016-06-01T20:43:30Z"
"http://numismatics.org/search/id/1967.153.73","RIC I (second edition) Augustus 479. 1967.153.73","1967.153.73","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.479","","","","Cistophorus","Roman","26.5","","","","","","","","Struck","Silver","Ephesus","IMP CAESAR","","Coin","Augustus","BMC.692v|RIC I (second edition) Augustus 479","Ionia","AVGVSTVS","","12.06","-25","2016-06-01T20:44:01Z"
"http://numismatics.org/search/id/1967.153.74","RIC I (second edition) Augustus 478. 1967.153.74","1967.153.74","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.478","","","","Cistophorus","Roman","25.0","","","","","","","","Struck","Silver","Ephesus","IMP CAESAR","","Coin","Augustus","BMC.000|RIC I (second edition) Augustus 478","Ionia","AVGVSTVS","","11.9","-25","2016-06-01T20:44:03Z"
"http://numismatics.org/search/id/1995.11.1635","RIC I (second edition) Augustus 501. 1995.11.1635","1995.11.1635","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.501","","","","Sestertius","Roman","37.5","","","","","","","","Struck","Bronze","Pergamum","AVGVSTVS","","Coin","Augustus","BMC.713|RIC I (second edition) Augustus 501","Mysia","CA","","22.67","-25|-15","2016-06-01T20:46:30Z"
"http://numismatics.org/search/id/1974.110.1","RIC I (second edition) Augustus 189A. 1974.110.1","1974.110.1","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.189A","","","","Denarius","Roman","17.5","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.476v|RIC I (second edition) Augustus 189A","Gallia","IMP XII","","3.89","-11|-10","2016-06-21T13:15:41Z"
"http://numismatics.org/search/id/1985.140.17","RIC I (second edition) Augustus 128. 1985.140.17","1985.140.17","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.128","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Colonia Patricia","","","Coin","Augustus","BMC.345|RIC I (second edition) Augustus 128","Lusitania","AVGVSTVS","","3.59","-18|-17","2016-06-21T13:18:26Z"
"http://numismatics.org/search/id/1995.11.1604","RIC I (second edition) Augustus 167A. 1995.11.1604","1995.11.1604","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.167A","","","","Denarius","Roman","18.5","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.451|RIC I (second edition) Augustus 167A","Gallia","IMP X","","3.81","-15|-13","2016-06-21T13:19:29Z"
"http://numismatics.org/search/id/1995.11.1647","RIC I (second edition) Augustus 43A. 1995.11.1647","1995.11.1647","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.43A","","","","Denarius","Roman","18.0","","","","","","","","Struck","Silver","Caesaraugusta","CAESAR AVGVSTVS","","Coin","Augustus","BMC.336|RIC I (second edition) Augustus 43A","Lusitania","SPQR","","2.8","-19|-18","2016-06-21T13:20:05Z"
"http://numismatics.org/search/id/1944.100.39032","RIC I (second edition) Augustus 37A. 1944.100.39032","1944.100.39032","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.37A","","","","Denarius","Roman","18.5","","","","","","","","Struck","Silver","Caesaraugusta","CAESAR [AVGVSTVS]","","Coin","Augustus","BMC.323|RIC I (second edition) Augustus 37A","Lusitania","DIVVS IVLIVS","","3.86","-19|-18","2016-06-21T13:00:58Z"
"http://numismatics.org/search/id/1944.100.39035","RIC I (second edition) Augustus 40B. 1944.100.39035","1944.100.39035","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.40B","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Caesaraugusta","CAESAR AVGVSTVS","","Coin","Augustus","BMC.331|RIC I (second edition) Augustus 40B","Lusitania","OB CIVIS SERVATOS","","3.79","-19|-18","2016-06-21T13:01:00Z"
"http://numismatics.org/search/id/1944.100.39036","RIC I (second edition) Augustus 40A. 1944.100.39036","1944.100.39036","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.40A","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Caesaraugusta","CAESAR AVGVSTVS","","Coin","Augustus","BMC.330|RIC I (second edition) Augustus 40A","Lusitania","OB CIVIS SERVATOS","","3.52","-19|-18","2016-06-21T13:01:01Z"
"http://numismatics.org/search/id/1944.100.39037","RIC I (second edition) Augustus 42A. 1944.100.39037","1944.100.39037","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.42A","","","","Denarius","Roman","20.5","","","","","","","","Struck","Silver","Caesaraugusta","[CAESAR] AVGVSTVS","","Coin","Augustus","BMC.334|RIC I (second edition) Augustus 42A","Lusitania","SPQR CL V","","3.78","-20|-19","2016-06-21T13:01:03Z"
"http://numismatics.org/search/id/1944.100.39040","RIC I (second edition) Augustus 43B. 1944.100.39040","1944.100.39040","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.43B","","","","Denarius","Roman","20.5","","","","","","","","Struck","Silver","Caesaraugusta","CAESAR AVGVSTVS","","Coin","Augustus","BMC.336v|RIC I (second edition) Augustus 43B","Lusitania","SPQR","","3.7","-19|-18","2016-06-21T13:01:05Z"
"http://numismatics.org/search/id/1944.100.39041","RIC I (second edition) Augustus 130. 1944.100.39041","1944.100.39041","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.130","","","","Denarius","Roman","20.5","","","","","","","","Struck","Silver","Colonia Patricia","","","Coin","Augustus","BMC.346v|RIC I (second edition) Augustus 130","Lusitania","AVGVSTVS","","3.82","-18|-17","2016-06-21T13:01:06Z"
"http://numismatics.org/search/id/1944.100.39042","RIC I (second edition) Augustus 126. 1944.100.39042","1944.100.39042","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.126","","","","Denarius","Roman","22.0","","","","","","","","Struck","Silver","Colonia Patricia","","","Coin","Augustus","BMC.347|RIC I (second edition) Augustus 126","Lusitania","AVGVSTVS","","3.72","-18|-17","2016-06-21T13:01:07Z"
"http://numismatics.org/search/id/1944.100.39045","RIC I (second edition) Augustus 51. 1944.100.39045","1944.100.39045","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.51","","","","Denarius","Roman","19.0","","","","","","","","Struck","Silver","Colonia Patricia","","","Coin","Augustus","BMC.352|RIC I (second edition) Augustus 51","Lusitania","CAESAR AVGVSTVS","","3.91","-20|-19","2016-06-21T13:01:12Z"
"http://numismatics.org/search/id/1944.100.39046","RIC I (second edition) Augustus 51. 1944.100.39046","1944.100.39046","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.51","","","","Denarius","Roman","20.5","","","","","","","","Struck","Silver","Colonia Patricia","","","Coin","Augustus","BMC.352|RIC I (second edition) Augustus 51","Lusitania","CAESAR AVGVSTVS","","3.87","-20|-19","2016-06-21T13:01:13Z"
"http://numismatics.org/search/id/1944.100.39055","RIC I (second edition) Augustus 75A. 1944.100.39055","1944.100.39055","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.75A","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Colonia Patricia","CAESAR AVGVSTVS","","Coin","Augustus","BMC.376|RIC I (second edition) Augustus 75A","Lusitania","OB CIVIS SERVATOS","","3.74","-19","2016-06-21T13:01:28Z"
"http://numismatics.org/search/id/1944.100.39066","RIC I (second edition) Augustus 105A. 1944.100.39066","1944.100.39066","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.105A","","","Mars","Denarius","Roman","18.5","","","","","","","","Struck","Silver","Colonia Patricia","CAESARI AVGVSTO","","Coin","Augustus","BMC.373|RIC I (second edition) Augustus 105A","Lusitania","MAR VLT","","3.81","-18","2016-06-21T13:01:41Z"
"http://numismatics.org/search/id/1944.100.39095","RIC I (second edition) Augustus 169. 1944.100.39095","1944.100.39095","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.169","","","","Denarius","Roman","17.5","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.458|RIC I (second edition) Augustus 169","Gallia","IMP X","","3.79","-15|-13","2016-06-21T13:02:07Z"
"http://numismatics.org/search/id/1944.100.39098","RIC I (second edition) Augustus 174. 1944.100.39098","1944.100.39098","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.174","","","","Denarius","Roman","18.0","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.465|RIC I (second edition) Augustus 174","Gallia","IMP XI","","3.24","-12","2016-06-21T13:02:10Z"
"http://numismatics.org/search/id/1944.100.39101","RIC I (second edition) Augustus 187B. 1944.100.39101","1944.100.39101","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.187B","","","","Denarius","Roman","19.0","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.474v|RIC I (second edition) Augustus 187B","Gallia","IMP XII","","3.8","-11|-10","2016-06-21T13:02:23Z"
"http://numismatics.org/search/id/1944.100.39102","RIC I (second edition) Augustus 187A. 1944.100.39102","1944.100.39102","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.187A","","","","Denarius","Roman","19.0","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.474|RIC I (second edition) Augustus 187A","Gallia","IMP XII","","3.75","-11|-10","2016-06-21T13:02:24Z"
"http://numismatics.org/search/id/1944.100.39104","RIC I (second edition) Augustus 189A. 1944.100.39104","1944.100.39104","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.189A","","","","Denarius","Roman","18.5","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.476v|RIC I (second edition) Augustus 189A","Gallia","IMP XII","","3.78","-11|-10","2016-06-21T13:02:26Z"
"http://numismatics.org/search/id/1944.100.78386","RIC I (second edition) Augustus 228. 1944.100.78386","1944.100.78386","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.228","","","","Quadrans","Roman","18.0","","","","","","","","Struck","Bronze","Lugdunum","IMP CAESAR","","Coin","Augustus","BMC.564|RIC I (second edition) Augustus 228","Gallia","AVGVSTVS/ DIVI F","","3.04","-15|-10","2016-06-21T13:07:33Z"
"http://numismatics.org/search/id/1944.100.78387","RIC I (second edition) Augustus 228. 1944.100.78387","1944.100.78387","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.228","","","","Quadrans","Roman","28.0","","","","","","","","Struck","Bronze","Lugdunum","IMP-CAESAR","","Coin","Augustus","BMC.564|RIC I (second edition) Augustus 228","Gallia","AVGVSTVS/DIVI F","","2.97","-15|-10","2016-06-21T13:07:34Z"
"http://numismatics.org/search/id/1948.19.1032","RIC I (second edition) Augustus 167A. 1948.19.1032","1948.19.1032","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.167A","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.451|RIC I (second edition) Augustus 167A","Gallia","IMP X","","3.77","-15|-13","2016-06-21T13:08:25Z"
"http://numismatics.org/search/id/1948.19.1033","RIC I (second edition) Augustus 169. 1948.19.1033","1948.19.1033","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.169","","","","Denarius","Roman","17.5","","","","","","","","Struck","Silver","Lugdunum","AVGVSTVS DIVI F","","Coin","Augustus","BMC.458|RIC I (second edition) Augustus 169","Gallia","IMP X","","3.74","-15|-13","2016-06-21T13:08:26Z"
"http://numismatics.org/search/id/1954.203.148","RIC I (second edition) Augustus 115. 1954.203.148","1954.203.148","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.115","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Colonia Patricia","CAESARI AVGVSTO","","Coin","Augustus","BMC.389|RIC I (second edition) Augustus 115","Lusitania","SPQR","","3.76","-18","2016-06-21T13:13:02Z"
"http://numismatics.org/search/id/1957.172.1475","RIC I (second edition) Augustus 37A. 1957.172.1475","1957.172.1475","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.37A","","","","Denarius","Roman","20.0","","","","","","","","Struck","Silver","Caesaraugusta","CAESAR AVGVSTVS","","Coin","Augustus","BMC.323|RIC I (second edition) Augustus 37A","Lusitania","[DI]VVS IVLIVS","","3.9","-19|-18","2016-06-21T13:13:38Z"
"http://numismatics.org/search/id/1957.172.1476","RIC I (second edition) Augustus 37A. 1957.172.1476","1957.172.1476","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.37A","","","","Denarius","Roman","19.5","","","","","","","","Struck","Silver","Caesaraugusta","CAESAR AVGVSTVS","","Coin","Augustus","BMC.323|RIC I (second edition) Augustus 37A","Lusitania","DIVVS IVLIVS","","3.84","-19|-18","2016-06-21T13:13:44Z"
"http://numismatics.org/search/id/1957.172.1477","RIC I (second edition) Augustus 40B. 1957.172.1477","1957.172.1477","Augustus","http://numismatics.org/ocre/id/ric.1(2).aug.40B","","","","Denarius","Roman","21.0","","","","","","","","Struck","Silver","Caesaraugusta","CAESAR AVGVSTVS","","Coin","Augustus","BMC.331|RIC I (second edition) Augustus 40B","Lusitania","OB CIVIS SERVATOS","","3.68","-19|-18","2016-06-21T13:13:45Z"
